"address","city","state","zip","full_address","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side","state_fips","county_fips","census_tract","census_block"
"107 w main st","williamsburg","OH",45176,"107 w main st, williamsburg, OH, 45176",39.0529174236172,-84.0510949900049,3179,"107 w main st, williamsburg, OH, 45176, , , ","Match","Exact","107 W MAIN ST, WILLIAMSBURG, OH, 45176","118451358","R","39","025","040900","4035"
"122 oak hill ave","youngstown","OH",44502,"122 oak hill ave, youngstown, OH, 44502",41.1004375667455,-80.6576574306128,3180,"122 oak hill ave, youngstown, OH, 44502, , , ","Match","Non_Exact","122 OAKHILL AVE NE, YOUNGSTOWN, OH, 44502","640445670","R","39","099","813900","3014"
"123 n. main street","rockford","OH",NA,"123 n. main street, rockford, OH, NA",42.2714594524403,-89.094257914753,3181,"123 n. main street, rockford, OH, NA, , , ","Match","Non_Exact","123 N MAIN ST, ROCKFORD, IL, 61101","49266401","R","17","201","002900","2019"
"780 warmington st  sw","navarre","OH",NA,"780 warmington st  sw, navarre, OH, NA",NA,NA,3182,"780 warmington st  sw, navarre, OH, NA, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"4137 boardman-canfield rd  st","canfield","OH",NA,"4137 boardman-canfield rd  st, canfield, OH, NA",41.0246453817659,-80.7352523643975,3183,"4137 boardman-canfield rd  st, canfield, OH, NA, , , ","Match","Non_Exact","4137 BOARDMAN CANFIELD RD, CANFIELD, OH, 44406","64615776","L","39","099","812101","1005"
"7965 n. high street","columbus","OH",43235,"7965 n. high street, columbus, OH, 43235",40.1264013561712,-83.0163340620828,3184,"7965 n. high street, columbus, OH, 43235, , , ","Match","Exact","7965 N HIGH ST, COLUMBUS, OH, 43235","218687584","L","39","049","007041","1000"
"12 1/2 w college ave","westervill","OH",43081,"12 1/2 w college ave, westervill, OH, 43081",40.1259213562759,-82.9320658551155,3185,"12 1/2 w college ave, westervill, OH, 43081, , , ","Match","Non_Exact","12 1/2 W COLLEGE AVE, WESTERVILLE, OH, 43081","218663939","R","39","049","007010","3028"
"1540 corporate woods pky","uniontown","OH",44685,"1540 corporate woods pky, uniontown, OH, 44685",40.964150931735,-81.4709986542222,3186,"1540 corporate woods pky, uniontown, OH, 44685, , , ","Match","Exact","1540 CORPORATE WOODS PKWY, UNIONTOWN, OH, 44685","61375784","L","39","153","531406","1016"
"1465 n shoop ave","wauseon","OH",NA,"1465 n shoop ave, wauseon, OH, NA",41.5715198377367,-84.1345519486935,3187,"1465 n shoop ave, wauseon, OH, NA, , , ","Match","Non_Exact","1465 N SHOOP AVE, WAUSEON, OH, 43567","639288099","L","39","051","040702","1007"
"29 preserve dr","willoughby","OH",44094,"29 preserve dr, willoughby, OH, 44094",41.6078726210419,-81.4372757700368,3188,"29 preserve dr, willoughby, OH, 44094, , , ","Match","Exact","29 PRESERVE DR, WILLOUGHBY, OH, 44094","137475953","R","39","085","201300","2011"
"1104 s washington st","circleville","OH",NA,"1104 s washington st, circleville, OH, NA",39.5866553326869,-82.9470146459928,3189,"1104 s washington st, circleville, OH, NA, , , ","Match","Non_Exact","1104 S WASHINGTON ST, CIRCLEVILLE, OH, 43113","37448862","R","39","129","020400","2021"
"820 w superior ave  #100","cleveland","OH",44113,"820 w superior ave  #100, cleveland, OH, 44113",41.4973860511167,-81.6982289006784,3190,"820 w superior ave  #100, cleveland, OH, 44113, , , ","Match","Exact","820 W SUPERIOR AVE, CLEVELAND, OH, 44113","61108971","R","39","035","107701","1031"
"6002 gaines rd","cincinnati","OH",45247,"6002 gaines rd, cincinnati, OH, 45247",39.2009096921492,-84.63948835716,3191,"6002 gaines rd, cincinnati, OH, 45247, , , ","Match","Exact","6002 GAINES RD, CINCINNATI, OH, 45247","103915711","R","39","061","020812","2003"
"88 w 3rd st","mansfield","OH",NA,"88 w 3rd st, mansfield, OH, NA",40.7600006199822,-82.5188075005669,3192,"88 w 3rd st, mansfield, OH, NA, , , ","Match","Non_Exact","88 W 3RD ST, MANSFIELD, OH, 44902","207220182","R","39","139","000600","2038"
"4403 gleneste withamsville rd","cincinnati","OH",45242,"4403 gleneste withamsville rd, cincinnati, OH, 45242",39.0925343831754,-84.2635072604809,3193,"4403 gleneste withamsville rd, cincinnati, OH, 45242, , , ","Match","Non_Exact","4403 GLEN ESTE WITHAMSVILLE RD, CINCINNATI, OH, 45245","118455423","L","39","025","041306","2011"
"1363 hillcrest dr","ashland","OH",NA,"1363 hillcrest dr, ashland, OH, NA",40.854736257583,-82.2896417215646,3194,"1363 hillcrest dr, ashland, OH, NA, , , ","Match","Non_Exact","1363 HILLCREST DR, ASHLAND, OH, 44805","30146957","L","39","005","970800","1016"
"47443 national rd w","saint clairsville","OH",43950,"47443 national rd w, saint clairsville, OH, 43950",NA,NA,3195,"47443 national rd w, saint clairsville, OH, 43950, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"205 hemm rd","piqua","OH",45356,"205 hemm rd, piqua, OH, 45356",40.1316369868051,-84.238222451211,3196,"205 hemm rd, piqua, OH, 45356, , , ","Match","Exact","205 HEMM RD, PIQUA, OH, 45356","135321694","L","39","109","315300","6016"
"18567 cr n","napoleon","OH",43545,"18567 cr n, napoleon, OH, 43545",NA,NA,3197,"18567 cr n, napoleon, OH, 43545, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"659 boulevard","dover","OH",44622,"659 boulevard, dover, OH, 44622",40.5138528819173,-81.4564376961641,3198,"659 boulevard, dover, OH, 44622, , , ","Match","Non_Exact","659 BOULEVARD ST, DOVER, OH, 44622","612293160","R","39","157","021100","2031"
"723 hebron rd","heath","OH",43056,"723 hebron rd, heath, OH, 43056",40.031529293483,-82.4378516723216,3199,"723 hebron rd, heath, OH, 43056, , , ","Match","Exact","723 HEBRON RD, HEATH, OH, 43056","61550968","R","39","089","753100","4011"
"7908 cincinnati dayton rd su","west chester","OH",45069,"7908 cincinnati dayton rd su, west chester, OH, 45069",39.3547177155965,-84.3950395410749,3200,"7908 cincinnati dayton rd su, west chester, OH, 45069, , , ","Match","Non_Exact","7908 CINCINNATI DAYTON RD, WEST CHESTER, OH, 45069","641178380","L","39","017","011126","3000"
"need address","columbus","OH",43228,"need address, columbus, OH, 43228",NA,NA,3201,"need address, columbus, OH, 43228, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"55301 us highway 50","londonderry","OH",45647,"55301 us highway 50, londonderry, OH, 45647",39.272809869028,-82.657487274263,3202,"55301 us highway 50, londonderry, OH, 45647, , , ","Match","Exact","55301 US HWY 50, LONDONDERRY, OH, 45647","37616642","R","39","163","953000","3030"
"3305 state route 121","greenville","OH",NA,"3305 state route 121, greenville, OH, NA",40.0118921516633,-84.6605311342517,3203,"3305 state route 121, greenville, OH, NA, , , ","Match","Non_Exact","3305 STATE RTE 121, GREENVILLE, OH, 45331","54557074","R","39","037","560102","1040"
"26 wellgate dr","hudson","OH",NA,"26 wellgate dr, hudson, OH, NA",41.2401498810351,-81.422212697753,3204,"26 wellgate dr, hudson, OH, NA, , , ","Match","Non_Exact","26 WELLGATE DR, HUDSON, OH, 44236","61382306","L","39","153","533102","1005"
"7372 foghorn ln","northfield","OH",44067,"7372 foghorn ln, northfield, OH, 44067",41.2835799557771,-81.514734260625,3205,"7372 foghorn ln, northfield, OH, 44067, , , ","Match","Exact","7372 FOGHORN LN, NORTHFIELD, OH, 44067","61377426","R","39","153","532703","4015"
"7600 affinity place","mt healthy","OH",45231,"7600 affinity place, mt healthy, OH, 45231",39.2314587521938,-84.5377209838572,3206,"7600 affinity place, mt healthy, OH, 45231, , , ","Match","Non_Exact","7600 AFFINITY DR, MOUNT HEALTHY, OH, 45231","103977283","L","39","061","021702","2001"
"219 w butler st","fort recov","OH",NA,"219 w butler st, fort recov, OH, NA",NA,NA,3207,"219 w butler st, fort recov, OH, NA, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"1501 golden gate rd","mayfield heights","OH",NA,"1501 golden gate rd, mayfield heights, OH, NA",41.5186486288422,-81.449039308558,3208,"1501 golden gate rd, mayfield heights, OH, NA, , , ","Match","Non_Exact","1501 GOLDEN GATE PLZ, MAYFIELD HEIGHTS, OH, 44124","61155402","L","39","035","172201","1005"
"11 federal plaza central ste 908","youngstown","OH",44501,"11 federal plaza central ste 908, youngstown, OH, 44501",41.0996697866444,-80.6497846014917,3209,"11 federal plaza central ste 908, youngstown, OH, 44501, , , ","Match","Non_Exact","11 FEDERAL PLAZA CENTRAL, YOUNGSTOWN, OH, 44503","64608521","L","39","099","813700","4038"
"1099 lila avenue","milford","OH",NA,"1099 lila avenue, milford, OH, NA",NA,NA,3210,"1099 lila avenue, milford, OH, NA, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"3040 riverside dr ste 230","columbus","OH",43221,"3040 riverside dr ste 230, columbus, OH, 43221",40.0152290984903,-83.0905081355079,3211,"3040 riverside dr ste 230, columbus, OH, 43221, , , ","Match","Exact","3040 RIVERSIDE DR, COLUMBUS, OH, 43221","650011616","R","39","049","006410","3006"
"1675 e possum rd","springfiel","OH",NA,"1675 e possum rd, springfiel, OH, NA",39.8911373137681,-83.8430707301622,3212,"1675 e possum rd, springfiel, OH, NA, , , ","Match","Non_Exact","1675 W POSSUM RD, SPRINGFIELD, OH, 45506","635605001","L","39","023","002100","2046"
"6963 rochelle ln","blacklick","OH",43004,"6963 rochelle ln, blacklick, OH, 43004",40.0158838658522,-82.8249668665906,3213,"6963 rochelle ln, blacklick, OH, 43004, , , ","Match","Exact","6963 ROCHELLE LN, BLACKLICK, OH, 43004","135749357","R","39","049","007303","1001"
"4000 parkway lane","hilliard","OH",NA,"4000 parkway lane, hilliard, OH, NA",40.0314402803135,-83.1290864561141,3214,"4000 parkway lane, hilliard, OH, NA, , , ","Match","Non_Exact","4000 PARKWAY LN, HILLIARD, OH, 43026","218692706","R","39","049","007931","1001"
"117 n clinton","defiance","OH",43512,"117 n clinton, defiance, OH, 43512",41.2911242771943,-84.3606986174407,3215,"117 n clinton, defiance, OH, 43512, , , ","Match","Non_Exact","117 N CLINTON ST, DEFIANCE, OH, 43512","6706389","R","39","039","958500","2044"
"12560 sr 306","chesterland","OH",44026,"12560 sr 306, chesterland, OH, 44026",NA,NA,3216,"12560 sr 306, chesterland, OH, 44026, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"730 n. main street","hubbard","OH",NA,"730 n. main street, hubbard, OH, NA",41.1645727989768,-80.5690361071259,3217,"730 n. main street, hubbard, OH, NA, , , ","Match","Non_Exact","730 N MAIN ST, HUBBARD, OH, 44425","117398992","L","39","155","931601","2000"
"119 s market st","galion","OH",NA,"119 s market st, galion, OH, NA",40.7336257441947,-82.7894247858588,3218,"119 s market st, galion, OH, NA, , , ","Match","Non_Exact","119 S MARKET ST, GALION, OH, 44833","12076542","R","39","033","975100","3004"
"4944 neo pky","garfield hts","OH",44128,"4944 neo pky, garfield hts, OH, 44128",41.4266819024127,-81.5733607921424,3219,"4944 neo pky, garfield hts, OH, 44128, , , ","Match","Exact","4944 NEO PKWY, GARFIELD HTS, OH, 44128","61127838","R","39","035","198200","2001"
"37561 wandling rd","haydenvill","OH",43127,"37561 wandling rd, haydenvill, OH, 43127",39.4760704918872,-82.3268367225676,3220,"37561 wandling rd, haydenvill, OH, 43127, , , ","Match","Non_Exact","37561 WANDLING RD, HAYDENVILLE, OH, 43127","36085425","R","39","073","965500","1065"
"1110 claycraft rd, suite c","gahanna","OH",43230,"1110 claycraft rd, suite c, gahanna, OH, 43230",39.9927031819957,-82.8434479804714,3221,"1110 claycraft rd, suite c, gahanna, OH, 43230, , , ","Match","Non_Exact","1110 CLAYCRAFT RD, GAHANNA, OH, 43230","218526929","L","39","049","007427","2034"
"6515 e livingston ave ste b5","reynoldsburg","OH",43068,"6515 e livingston ave ste b5, reynoldsburg, OH, 43068",39.9427636932127,-82.821540339601,3222,"6515 e livingston ave ste b5, reynoldsburg, OH, 43068, , , ","Match","Exact","6515 E LIVINGSTON AVE, REYNOLDSBURG, OH, 43068","218647905","R","39","049","009386","1004"
"11311 cornell park dr ste 125","blue ash","OH",45242,"11311 cornell park dr ste 125, blue ash, OH, 45242",39.2730661046445,-84.371291666595,3223,"11311 cornell park dr ste 125, blue ash, OH, 45242, , , ","Match","Exact","11311 CORNELL PARK DR, BLUE ASH, OH, 45242","103945314","L","39","061","023521","1004"
"1481 lake o pines north east","hartville","OH",NA,"1481 lake o pines north east, hartville, OH, NA",40.9263645887065,-81.3520098414928,3224,"1481 lake o pines north east, hartville, OH, NA, , , ","Match","Non_Exact","1481 LAKE O PINES ST NE, HARTVILLE, OH, 44632","64704824","L","39","151","711001","3000"
"3314 w 129th st","cleveland","OH",44111,"3314 w 129th st, cleveland, OH, 44111",41.4622274370667,-81.7802021229766,3225,"3314 w 129th st, cleveland, OH, 44111, , , ","Match","Exact","3314 W 129TH ST, CLEVELAND, OH, 44111","61102789","R","39","035","123501","2001"
"5956 market street","youngstown","OH",44512,"5956 market street, youngstown, OH, 44512",41.0384770128007,-80.6628383691548,3226,"5956 market street, youngstown, OH, 44512, , , ","Match","Exact","5956 MARKET ST, YOUNGSTOWN, OH, 44512","64598803","R","39","099","811700","1007"
"3798 dayton xenia rd","dayton","OH",NA,"3798 dayton xenia rd, dayton, OH, NA",39.7357610631774,-84.0760361518822,3227,"3798 dayton xenia rd, dayton, OH, NA, , , ","Match","Non_Exact","3798 N DAYTON XENIA RD, DAYTON, OH, 45432","143376780","R","39","057","210201","3013"
"1558 chatham ave ne","north cant","OH",NA,"1558 chatham ave ne, north cant, OH, NA",40.8940463726996,-81.4008957495409,3228,"1558 chatham ave ne, north cant, OH, NA, , , ","Match","Non_Exact","1558 CHATHAM AVE NE, NORTH CANTON, OH, 44720","64693459","R","39","151","712114","2010"
"149 w franklin st","circleville","OH",43113,"149 w franklin st, circleville, OH, 43113",39.60119219154,-82.946954521688,3229,"149 w franklin st, circleville, OH, 43113, , , ","Match","Exact","149 W FRANKLIN ST, CIRCLEVILLE, OH, 43113","37447308","L","39","129","020100","1027"
"154 e aurora rd ste 356","sagamore hills","OH",44067,"154 e aurora rd ste 356, sagamore hills, OH, 44067",41.314113165173,-81.5334245320177,3230,"154 e aurora rd ste 356, sagamore hills, OH, 44067, , , ","Match","Exact","154 E AURORA RD, SAGAMORE HILLS, OH, 44067","61361261","R","39","153","532703","2001"
"10765 road z","columbus grove","OH",NA,"10765 road z, columbus grove, OH, NA",NA,NA,3231,"10765 road z, columbus grove, OH, NA, , , ","No_Match",NA,NA,NA,NA,NA,NA,NA,NA
"3869 darrow rd","stow","OH",NA,"3869 darrow rd, stow, OH, NA",41.1704757386979,-81.4403042200276,3232,"3869 darrow rd, stow, OH, NA, , , ","Match","Non_Exact","3869 DARROW RD, STOW, OH, 44224","61346983","R","39","153","530401","2009"
"6710 meadow glen dr","westerville","OH",43082,"6710 meadow glen dr, westerville, OH, 43082",40.1509017627263,-82.8841492667309,3233,"6710 meadow glen dr, westerville, OH, 43082, , , ","Match","Exact","6710 MEADOW GLEN DR, WESTERVILLE, OH, 43082","24595598","R","39","041","011740","2001"
"16114 southland ave","cleveland","OH",44111,"16114 southland ave, cleveland, OH, 44111",41.4606900833422,-81.8107416240181,3234,"16114 southland ave, cleveland, OH, 44111, , , ","Match","Exact","16114 SOUTHLAND AVE, CLEVELAND, OH, 44111","61101952","R","39","035","123400","3000"
"6490 brecksville rd","independence","OH",44131,"6490 brecksville rd, independence, OH, 44131",41.3861209679518,-81.6414248045912,3235,"6490 brecksville rd, independence, OH, 44131, , , ","Match","Exact","6490 BRECKSVILLE RD, INDEPENDENCE, OH, 44131","61119851","R","39","035","156101","1053"
"3737 mccartney road","lowellville","OH",44436,"3737 mccartney road, lowellville, OH, 44436",41.0904008711017,-80.5653490855143,3236,"3737 mccartney road, lowellville, OH, 44436, , , ","Match","Exact","3737 MCCARTNEY RD, LOWELLVILLE, OH, 44436","64608413","R","39","099","810900","2017"
"8155 ridge rd","zanesville","OH",NA,"8155 ridge rd, zanesville, OH, NA",39.9539082171114,-82.1456067640822,3237,"8155 ridge rd, zanesville, OH, NA, , , ","Match","Non_Exact","8155 RIDGE RD, ZANESVILLE, OH, 43701","45593238","R","39","119","911300","3011"
"7227 division st","oakwood vi","OH",44146,"7227 division st, oakwood vi, OH, 44146",41.3711806302873,-81.5241488011243,3238,"7227 division st, oakwood vi, OH, 44146, , , ","Match","Non_Exact","7227 DIVISION ST, OAKWOOD VILLAGE, OH, 44146","632080972","L","39","035","195700","2005"
"49 black dr","doylestown","OH",NA,"49 black dr, doylestown, OH, NA",40.9669419437951,-81.6984618997957,3239,"49 black dr, doylestown, OH, NA, , , ","Match","Non_Exact","49 BLACK DR, DOYLESTOWN, OH, 44230","58732243","L","39","169","002901","2033"
"15264 pleasant valley rd","chillicothe","OH",45601,"15264 pleasant valley rd, chillicothe, OH, 45601",39.3543838897071,-83.0013245085205,3240,"15264 pleasant valley rd, chillicothe, OH, 45601, , , ","Match","Exact","15264 PLEASANT VALLEY RD, CHILLICOTHE, OH, 45601","647685096","L","39","141","955604","1056"
"23810 sr 347","west mansf","OH",43358,"23810 sr 347, west mansf, OH, 43358",40.3483462488689,-83.5084793309394,3241,"23810 sr 347, west mansf, OH, 43358, , , ","Match","Non_Exact","23810 STATE RTE 347, WEST MANSFIELD, OH, 43358","135360275","R","39","159","050200","1157"
"1500 cross creeks blvd","pickeringt","OH",NA,"1500 cross creeks blvd, pickeringt, OH, NA",39.9190242310742,-82.7830256242061,3242,"1500 cross creeks blvd, pickeringt, OH, NA, , , ","Match","Non_Exact","1500 CROSS CREEKS BLVD, PICKERINGTON, OH, 43147","641745119","R","39","045","032701","2007"
"4811 whipple ave nw ste","canton","OH",NA,"4811 whipple ave nw ste, canton, OH, NA",40.852108466584,-81.4232225616358,3243,"4811 whipple ave nw ste, canton, OH, NA, , , ","Match","Non_Exact","4811 WHIPPLE AVE NW, CANTON, OH, 44718","64722646","L","39","151","711322","2005"
"717 boardman poland rd","boardman","OH",NA,"717 boardman poland rd, boardman, OH, NA",41.0242210619075,-80.6415984222755,3244,"717 boardman poland rd, boardman, OH, NA, , , ","Match","Non_Exact","717 BOARDMAN POLAND RD, BOARDMAN, OH, 44512","64599123","R","39","099","811902","2004"
"635 reading rd","mason","OH",45040,"635 reading rd, mason, OH, 45040",39.3542978907752,-84.3187878344719,3245,"635 reading rd, mason, OH, 45040, , , ","Match","Exact","635 READING RD, MASON, OH, 45040","159046349","R","39","165","031908","1003"
"6868 n county road 25","fostoria","OH",44830,"6868 n county road 25, fostoria, OH, 44830",41.2228050330874,-83.3864203224828,3246,"6868 n county road 25, fostoria, OH, 44830, , , ","Match","Exact","6868 N CO RD 25, FOSTORIA, OH, 44830","12961173","L","39","147","962700","3028"
"60 plum street","beavercree","OH",NA,"60 plum street, beavercree, OH, NA",39.6942352137348,-84.1014397765273,3247,"60 plum street, beavercree, OH, NA, , , ","Match","Non_Exact","60 PLUM ST, BEAVERCREEK, OH, 45440","143422277","L","39","057","210401","1014"
"200 renwood pl","springboro","OH",NA,"200 renwood pl, springboro, OH, NA",39.562456335262,-84.2393088896411,3248,"200 renwood pl, springboro, OH, NA, , , ","Match","Non_Exact","200 RENWOOD PL, SPRINGBORO, OH, 45066","159019370","R","39","165","030503","2015"
"921 sr 89","polk","OH",44866,"921 sr 89, polk, OH, 44866",40.9268357429604,-82.21455698164,3249,"921 sr 89, polk, OH, 44866, , , ","Match","Exact","921 STATE RTE 89, POLK, OH, 44866","640449951","R","39","005","970102","2060"
